Map ID,MapArea,MapMaker,MapYear,MapHeight,MapWidth,MapTitle,description,MapPrice,MapInfoMemo,Location (Physical),tag
642,"Venezuela,Columbia,Ecuador",Colton,1855*,12,16,"Colton's       Venezuela,New Granada and Ecuador",Attractive hand colored map of emerging countries  of S.Amer.,165,,17,Donate TU (1/2019)
5544,"Venezuela,Columbia,Ecuador",Colton,1855*,12,16,"Colton's       Venezuela,New Granada and Ecuador",Attractive hand colored map of emerging countries  of S.Amer.,185,,17,SELL
3056,Central America,"Colton, J.H.",1855*,13,16,Central America,Hand colored attractive map ofthe area. Five insets,235,,17,SELL (TU)
734,"South America,","Colton, J.H.",1855*,16,13,"Colton's Argentine Republic, Chili,Uraguay, and Paraguay.",Hand colored map.Argentine Republic is shown with Patagonia not yet integrated.Typical engraved border of Colton maps.,120,,17,Donate TU (1/2019)
4581,Peru,"Cowperthwaite, T.",1850,12,15,Peru and Bolivia,Nicely colored and finely engraved map of Peru and Bolivia.Engraved border typical of Mitchell and Cowperthwaite maps.browned.,55,,17,Donate TU (1/2019)
4186,"South America,Panama","Cowperthwaite,T.",1850*,12,15,"Venezuela, New Granada & Ecuador","Nicely colored and finely engraved map of Venezuela,Columbia, and Equador.Inset, R.R. across Panama.",145,,17,Donate TU (1/2019)
961,"South America,","Cowpertwaite, T.",1850*,15,12,"Chili, La Plata and Uraguay",Nicely colored and finely engraved map of the area. Inset of Patagonia.Engraved border typical of Mitchell and Cowperthwaite maps.Filled with details,135,,17,Donate TU (1/2019)
3219,Puerto Rico,"Cram, George F.",1889c,16,22,Map Of Porto Rico,Litho colored map of the island.1889.insets of San Juan and Crab Island.,95,,17,SELL
4563,peru,"De Bry, Theodor",1631,6.5,8,Cusco,Pizarro battles Incas for Cusco in 1533,225,,17,SELL (TU)
3849,Carib.,Depot de La Marine,1806*,34,23,Carte Generale Des Iles Antilles,"Large finely engraved map of the islands of the Antilles. On thick paper,fine condn,detailed",485,,17,Donate TU
707,Brazil,Dower,1850,10,8,Brazil &c.,"Handsome map of Brazil,1850.",45,,17,SELL (TU)
2762,Carib.,"Edwards, Bryan",1794,9,7,Map of the Island of Grenada,"Fine map of the island of Grenada by an English cartographer,uncol.",125,Ols print shop,17,Donate TU (1/2019)
3511,Carib.,"Edwards, Bryan",1794,8,10,Map Of The Island Of St. Vincent,A fine map of the island shown alone.Hand color.,195,,17,Donate TU (1/2019)
5074,Jamaica,"Edwards, Bryan",1794*,12,21,A Map of the Island of Jamaica Divided into Counties and Parishes,Fine large map of Jamaica.see cat. Description on the back.,745,,17,
4173,Jamaica,"Edwards,Bryan",1794*,12,24,A Map of the Island of Jamaica divided into Counties and Parishes,Large detailed map.,1600,1200 in 1995/,17,KEEP
936,South America,"Finley,A.",1834,12,9,South America,Colorful map of S.A.Early place names,95,,17,SELL (TU)
537,cuba,Gleason's,1883c,6,9.5,Representation of Cock Fighting in Havana,scene in Havana,20,,17,Donate TU (1/2019)
541,Cuba,Gleason's,1885c,6.5,9.5,Entrance to thePort of Havana,View of a ship entering the harbor,20,,17,Donate TU (1/2019)
2235,Cuba,Gleason's,1870c,6,10,King's Day at Havana,Hand colored view of the celebration.,25,,17,Donate TU (1/2019)
3557,Cuba,Gleason's,1853,9,10,Havana scene,"Article and wood engraving of La Pradera Y El Malojero, Havana",25,,17,Donate TU (1/2019)
5260,South America,Gray,1873,15,12,South America,Hand colored map of south America.,85,,17,Donate TU
2610,Mexico,Hardisty,1883,19,13,Mexico,"Hand colored map of Mexico, 1883",45,,17,Donate TU (1/2019)
576,Costa Rica,Harpers,1859*,6,4,"Juan Rafael Mora, Ex-President of Costa Rica",Mora was a distinguished President of Costa Rica who was forced out of office by Spanish royalists.Wood engraving and short article.,40,,17,SELL (TU)
670,Cuba,Harpers,1901,16,11,"Harpers Weekly,Inauguration Number","Innaug. of Wm.McKinley, Pres.U.S..Contains an article entitled ""The Cuban Situation"" in which plans are to return Cuba to its people.Also an article re the fate of the Philippine Is. Innaugural images, articles, fascinating large and small advt.36pages",95,,17,Donate TU
3201,Jamaica,Harpers,1878*,14,9.5,"Sketches In Newcastle, Jamaica",Sketches of life in Jamaica,45,,17,Donate TU (1/2019)
710,Carib.,Homann Heirs,1750c,20,22,Dominia Anglorum in praecipus Insulis Americae,"Separate detailed maps of St.Chistofer,Antegoa,Bermudes, Barbadoes, Jamaica.Outline old color.Based on J.B.Homan's map showing British possessions in Carib.",1000,"$1150 seen,auct.7-900'15",17,SELL
4324,Panama,Homanns Heirs,1740c,10,11,Scenographia Portus Pulchri,Original old color.British attack Porto Bello by Vice Adm. Vernon.,425,,17,SELL (TU)
4325,Panama,Homans,1750,10,11,Portus Pulchri in  Isthmo Panamensi,Original old color. British attck under Vice Admiral Vernon upon the Spanish fortifications at Porto Bello.,285,,17,SELL (TU)
3565,Nicaragua,Ill. News,1853,12,10,Sketches in Central America,Scenes in Nicaragua with text.,40,,17,SELL (TU)
2241,Granada,Ill.London News,1857,14,9,Cocoa plantation in Granada,Article and two wood engraving views re cocoa plantation.,80,,17,Donate TU (1/2019)
3605,Cuba,Illus. News,1853*,6,9,"Scenes in Cuba, Paseo en Veloche, The Water-carrier",Two Havana scenes  ea 18,25,,17,Donate TU (1/2019)
4300,Honduras,Illust. London   News,1859*,14,10,Sketches From Central America,Two scenes and discussion re Honduras.,35,,17,SELL (TU)
108,Guadalupe,"Jeffries,Thomas",1755,4,7,Guadalupe,Finely engraved small map of the area.,95,,17,Donate TU (1/2019)
3544,Carib.,Johnson,1864,15,22,Johnson's West Indies,Nicely handcolored map of the Carib.Decorative border typical of Johnson maps.Inset Bermudas.Detailed.,125,,17,SELL
449,Mexico,Johnson and Ward,1863,16,12,Johnson's Mexico,Hand colored map of Mexico.Old scrollwork border.,85,,17,SELL
583,Mexico,Johnson and Ward,1863,16,12,Johnson's Mexico,Hand colored map of Mexico.Old scrollwork border.,65,,17,SELL
2980,Mexico,Johnson and Ward,1863,16,12,Johnson's Mexico,Hand colored map of Mexico.Old scrollwork border.,65,,17,KEEP
1317,Central America,"Johnson, A.",1867,12,16,Johnson's Central America,"Hand colored map of Central America in 1867.Insets of Aspinwall City, Panama,Isthmus of Panama,The Nicaragua Route.brittle,darkened",45,,17,SELL (TU)
206,Carib.,Johnson's West Indies,1864*,15,22,Johnson's West Indies,Colorful map of the Carib.  Brittle darkened.,20,,17,
4284,South America,"Kitchin,Thos.",1777,14,10,Map of the Countries on the South Sea from Panama to Guayquil,Hand colored copper plate engraving of the area.,95,,17,SELL (TU)
418,Cuba,Leslie,1874*,7.5,10,The Cuban Revolution-A Cuban Family Fleeing for Safety,Scene,20,,17,Donate TU (1/2019)
1352,Carib.,"Levasseur,Paris",1854,12,16,"Colonies Francaises, Martinique","Decorative map of Martinique adorned with images rep. Industry,Produce, and Customs.outline color.",195,,17,Donate TU (1/2019)
2763,Carib.,London Magazine,1762,7,9,Plan of the Town & Fort of Grenada,Detailed plan of the Harbor and Fort. Inset map of Grenada.w.a.f.  Another 2774   by Thom.Jeffries  some repairs.col.,85,colored,17,Donate TU
2764,Carib.,London Magazine,1762,7,9,Plan of the Town & Fort of Grenada,Detailed plan of the Harbor and Fort. Inset map of Grenada.,85,"uncol,rud.85",17,
2774,Carib.,London Magazine,17,7,6,Plan of the Town & Fort of Grenada,Detailed plan of the Harbor and Fort. Inset map of Grenada. Another2763   by Thomas Jeffries. Col.,110,colored.,17,Donate TU (1/2019)
770,South America,"Lucas, F.",1823,11,8,Peru,"This is from the Baltimore map maker,Lucas.Scarce.Hand colored.",195,,17,SELL (TU)
724,Brazil,"Lucas, F., Baltimore",1823,12,10,Brazil,Delicately colored map of Brazil from a scarce American atlas by Lucas.,175,,17,SELL (TU)
2205,Peru,"Mallet, A.",1673,6,4,Perou,Early map of the area Perou 1673 colored.,85,,17,SELL
2784,Columbia,Mercator/Hondius,1636,6,8,Terra Firma cum Novo Regno Granatense et Popayan,Handsome map of Terra Firma from a Mercator/Hondius atlas.German text verso.TWO 135 ea,270,,17,SELL (TU)
2911,Mexico,Mercator/Hondius,1619c,14,19,Hispaniae Novae Nova Descriptio,An important map of the new world showing the Western coast of Mexico.Mexico City is seen.Decorated by a sea monster and a galleon. Figural strapwork cartouche.Latin text verso.,1400,,17,KEEP
3007,Peru,Mercator/Hondius,1635c,8,10,Peru,Handsome map of Peru in striking color. Large compass rose and strapwork cartouche decorate the map.,200,,17,SELL
5657,South America,Middleton,1779,7,9,South America,British map showing mtns in Amazon,65,,17,SELL (TU)
754,Peru and Bolivia,Mitchell,1848,12,15,Peru and Bolivia,Nicely colored and finely engraved map of Peru and Bolivia.Engraved border typical of Mitchell and Cowperthwaite maps.,125,,17,Donate TU (1/2019)
2611,Chile,"Moll,H",1725c,8,6,A Map of the Isle of Chiloe and the Lake of Ancuna,Island off the coast of Chile. Map was issued to lure British investors to this area. The plan failed. Now salmon farms. Old color,95,,17,SELL (TU)
4439,Jamaica,"Moll,Herman",1720c,8,11,The Island of Jamaica,Handsome map of the island. Colored. Repaired tears,135,colored,17,Donate TU (1/2019)
2076,Carib.,Monin,1835,7,5,La Martinique,Nicely engraved map of the island.color.,110,,17,Donate TU (1/2019)
2079,Peru,Montanus,1650c,5,6,Guarme,A view of the fortress in Peru.Dutch text.,45,,17,SELL (TU)
1738,Carib,"Ortelius,A.",1579,14,18,"Culiacanae  Americae Regionis Descriptio, Hispaniolae Cubae, Aliarumque Insularum","The first printed atlas map of West Indies,from Cuba to St.Lucia. Western Mexico is detailed below. Three cartouches add décor from Ortelius's landmark atlas. .Latin txt verso.",1800,"$2120 in past, $1850 / in old color,1/11-2000/ Berg,1750 2/11 old color.",17,KEEP
3545,Santo Domingo,Poirson,1821,13,16,Carta Di S. Domingo,Early roads are shown.Inset of Jamaica.Map is in Italian.Hand colored.,350,,17,Donate TU
3971,Central Americ,"Popple, Henry",1733c,20,27,(Central America),"Part of Popple's famous 20 sheet map. Fine details.Costa Rica, Panama, Darien.",1300,whole Popple 28500 Lan12/08,17,SELL (TU)/Keep?
2374,Jamaica,"Porcacchi,T.",1572,4,6,Iamaica,"Early map of the island.Compass rose and sea monsters enliven the ocean.Finely engraved.Hand color,matted",290,,17,SELL
1607,Brazil,"Rand,McNally",1878,10,7,Brazil and Guayana,Color printed map.Three Guianas shown.,10,,17,SELL (TU)
1797,Cuba,Ruscelli,1561,8,10,Isola Cuba Nova,"One of the earliest available separately published map of Cuba, based on Gastaldi.Cuba shown correctly as mountainous, altho shape,orientation incorrect.",1100,auct est 550-700 2012   Martyanlan 1200in 08.,17,KEEP
1850,,"Schuster Gallery, London",1987,,,"David Roberts' Egypt & The Holy Land, catalog",catalog for the Schuster Gallery,20,,17,SELL
4025,Haiti,"Scott, J., Phila.(M.Carey)",1814,19,15,Carte De La Partie Francoise de St.Domingue,Uncommon and important large map of Haiti from an early American atlas.Nicely colored.Some comments are in english.,800,,17,KEEP
2533,Bolivia and Peru,SDUK,1844,12,16,Bolivia and Peru,Detailed map of Peru and with Bolivia reaching to the Pacific.,100,,17,Donate TU (1/2019)
2649,Central Americ,SDUK,1842,12,16,"Southern Part of Mexico also Belize,Guatemala,Salvador,Honduras,Nicaragua, and Cost R",Fine map of Central America in 1842.Outline color..,125,,17,Donate TU (1/2019)
4386,Falkland,SDUK,1845c,6,6,Falkland Isles Or Les Malouines,Finely engraved hand colored map.,20,,17,SELL (TU)
2696,South America,SDUK,1842,12,16,"Ecuador, Granada, Venezuela, and parts of Brazil and Guyana Sheet l.",Detailed map of the area includes Veragua.,110,,17,SELL
5476,South America,SDUK,1840,12,16,South America,Highly detailed map with many place names.Some line color.,100,,17,Donate TU (1/2019)
5617,South America,SDUK,1838*,12,16,SDUK sheet 1No. S.A.,,100,,17,Donate TU
5647,South America,SDUK,1840,12,16,La Plata and Chile,Highly detailed map with many place names.Some line color.,95,,17,Donate TU (1/2019)
5694,South America,SDUK,1842*,12,16,South America,Highly detailed map with many place names.Some line color.Bolivia has a corridor to the ocean. La  Plata and Patagonia precede Argentina.,110,,17,Donate TU (1/2019)
2286,Cuba,Seale,1785c,5,4,"A Plan of the City and Harbour of Havanna, capital of Cuba",A British map of the harbor and city of Havana.Finely engraved.,65,,17,Donate TU
97,South America,Sharman,1800c,9,6,South America,Early map of South America.colored,95,,17,Donate TU (1/2019)
132,Bahamas,"Stanford, London",1926,9,6,"Ragged Island Range of Cays, v.,Crooked Island Group",Color printed map of the British islands.uncommon,95,,17,Donate TU (1/2019)
508,Bahamas,"Stanford, London",1926,9,6,"Inagua,v.,Mayaguana",Color printed map of the British islands. Two copies  ea 95,190,,17,Donate TU (1/2019)
650,Bahamas,"Stanford, London",1926,9,6,"Crooked Island Group, v., Ragged Island Range of Cays",Color printed map of the British islands.verso Ragged Island. Uncommon.,95,,17,Donate TU
759,Bahamas,"Stanford, London",1926,9,6,"Grand Bahama,v.,Biminis",Color printed map of the British islands.uncommon,95,,17,Donate TU
829,Bahamas,"Stanford, London",1926,9,6,"Andros Island, v.,Berry Islands",Color printed map of the British islands.,95,,17,Donate TU (1/2019)
981,Bahamas,"Stanford, London",1926,9,6,"Cat Island,v.,Cays in the Exuma Range",Color printed map of the British islands.uncommon,95,,17,Donate TU
2012,Bahamas,"Stanford, London",1926,9,6,"Long Island and Rum Cay,v.,San Salvador or Watlings Island",Color printed map of the British islands.,145,,17,Donate TU (1/2019)
4111,Atlantic,Tallis,1845c,14,10,Islands in the Atlantic,"Tallis's Atlantic Islands,Azores,Madiera,Canary,Bermuda,Cape Verde.Hand colored vignettes add interest.",185,Altea 12/11-157$,17,Donate TU (1/2019)
4058,Jamaica,Tallis,1851,10,14,Jamaica,Classic Tallis map of Jamaica. Hand colored vignettes enhance the map.,245,Altea 12/11-$157,17,KEEP
4063,Jamaica,Tallis,1851,10,13,Jamaica,"Tallis Jamaica, well known map.Line color.",235,Altea12/11-$157 othrs 275,17,
2298,"Peru,Bolivia",Tallis,1851c,13,10,Peru & Bolivia,Hand colored view of the countries with detailed vignettes adding cartographic interest.,165,Altea 12/11-$157,17,SELL (TU)
762,South America,Tallis,1850,14,10,Chili and La Plata,Interesting insets of scenes  from this area,185,,17,SELL (TU)
767,South America,Tallis,1850,14,10,Peru and Bolivia,interesting insets of scenes  from this area,125,Altea 12/11-$157,17,SELL (TU)
780,South America,Tallis,1850,14,10,British Guayana,interesting insets of scenes  from this area,125,,17,SELL (TU)
5639,South America,Tallis,1850,14,10,Chili and La Plata,Interesting insets of scenes  from this area,235,,17,SELL
5641,South America,Tallis,1851,13,10,Falkland Island & Patagonia,Interesting Arctic vignettes.Animals of the So. Hemisphere. Surface erosions,60,$275 elsewhere,17,SELL (TU)
5643,South America,Tallis,1850,13,10,British Guyana,Scenic vignettes.,125,,17,SELL (TU)
5646,South America,Tallis,1850,13,10,British Guiana,Scenic vignettes.,110,,17,SELL (TU)
5746,Haiti,Thomson,1815,11,24,"Haiti,Hispaniola or St.Domingo",Hand colored engraved map of the island.,350,"Hudson 350,16/",17,Donate TU
4228,Porto Rico,Thomson,1815,10,24,Porto Rico and Virgin Isles,Hand colored map of the islands. British mileage scale.,195,,17,SELL
2844,Martinique,"Tirion, Isaak",1769,12,14,Het Westindisch Eiland Martenique,"Fine map of Martenique by the Dutch cartographer, hand colored.",235,,17,Donate TU
3011,Panama,"Tition, I.",1766,7,10,De Stad En Haven Van Porto-Bello,Plan of the harbor and port.Colored.This was an important trans shipping port for Spanish treasure.,265,,17,SELL
5539,Cuba,U.S.,1898*,12,8,"Battle off Santiago de Cuba,July 3,1898",Naval battle diagram.,35,,17,Donate TU
5526,Cuba,U.S.Govt.,1898,9,21,"U.S.S.Iowa,Sketch showing external injuries..",Depicts ship damage to U.S.S.Iowa.,95,,17,Donate TU
5542,Cuba,U.S.Govt.,1898,8,26,"Sketch showing Hits on Spanish Battleships, Sp.Amer.War,Havanna","Diagrams cannon hits on four Spanish war ships, Sp.Amer War, off Cuba.",85,,17,Donate TU
5528,Porto Rico,U.S.Govt.,1898,25,22,"Sketch Showing the Positions of Troops in the Affair of Aug.9,1898,Coamo,Porto Rico",Lithographed map with folds as issued.,185,,17,
5530,Porto Rico,U.S.Govt.,1898,13,27,Porto Rico Showing Lines of March Gen. Schwan's Expedition from Ponce & Yanco to Cros,Spanish Amer. War map.Shows the march of Gen. Schwan's expedition from Ponce to San Juan.,95,,17,SELL
5533,Porto Rico,U.S.Govt.,1898,12,15,Sketch of Guayama and Vicinity showing Spanish strongholds..,Military sketch.color printed. Sp.Amer War.,65,,17,SELL
5517,Cuba,U.S.Govt. Reports,1899,22,30,"Sketch Showing the Operations,-GenJ.C..Bates in the Campaign Against Santiago de Cuba","Color Lith. Military campaign against Spanish in Santiago de Cuba, Battle positions shown.Sp.Amer.War.Large report map with folds as issued,excellent condition.",95,,17,Donate TU (1/2019)
5027,Ecuador photo,unknown,1998,12,16,(group of native women of Quito),"Photo print of a group of native women, wearing their hats.",35,,17,Donate TU (1/2019)
2350,Peru,unknown,1880c,12,8,Peru,Color printed map.,45,,17,Donate TU (1/2019)
5520,Cuba,US,1898,14,25,"Santiago de Cuba, positions of Cuban and Spanish Forces on July14",Detailed military map showing positions of the opposing forces.Litho. Color?,95,,17,Donate TU (1/2019)
5522,Cuba,US,1898,16,22,"Map of Santiago de Cuba and Vicinity,July 14,1898","Detailed military map, color litho.",135,,17,Donate TU (1/2019)
5524,Cuba,US,1898*,8,6,"Map of Operations of US Infantry at Caney,Cuba,July 1 ,1898",Battle diagram.,20,,17,Donate TU (1/2019)
